chr	start	end	B06_VOA1056_H3K27Ac_hg37	B07_OAW	
chr2	43450565	43455229	1.000000	1.000000
chr2	43520565	43520851	1.000000	0.000000
chr2	43568239	43568829	1.000000	0.000000
chr2	43569112	43569348	1.000000	0.000000
chr2	43693505	43697741	0.000000	1.000000
chr2	43745946	43746998	1.000000	0.000000
chr2	43747395	43748505	1.000000	0.000000
chr2	43822119	43824296	0.603583	1.000000
chr2	43822610	43823924	1.000000	1.000000
chr2	43839331	43840701	0.000000	1.000000
chr2	43861418	43863453	0.000000	1.000000
chr2	43863731	43865811	0.000000	1.000000
chr2	43874268	43878133	0.000000	1.000000
chr2	43903504	43903731	1.000000	0.000000
chr2	43970911	43979737	0.000000	1.000000
chr2	43981547	43996018	0.000000	1.000000
chr2	44000658	44003078	0.282645	1.000000
chr2	44001130	44001814	1.000000	1.000000
chr2	44019342	44020955	0.000000	1.000000
chr2	44108049	44113283	0.000000	1.000000
chr2	44221016	44224409	0.470380	1.000000
chr2	44222441	44224037	1.000000	1.000000
chr2	44271301	44272596	0.000000	1.000000
chr2	44313060	44318992	0.000000	1.000000
chr2	44326921	44327518	1.000000	0.000000
chr2	44327851	44328352	1.000000	0.000000
chr2	44394365	44399117	0.470749	1.000000
chr2	44394825	44395610	1.000000	1.000000
chr2	44395964	44397416	1.000000	1.000000
chr2	44455744	44458074	0.000000	1.000000
chr2	44459003	44479748	0.000000	1.000000
chr2	44482664	44484467	0.000000	1.000000
chr2	44484639	44487293	0.000000	1.000000
chr2	44490171	44526729	0.005963	1.000000
chr2	44518747	44518965	1.000000	1.000000
chr2	44550086	44559013	0.000000	1.000000
chr2	44587553	44590234	0.523312	1.000000
chr2	44588093	44589496	1.000000	1.000000
chr2	44847339	44848942	0.000000	1.000000
chr2	45060613	45060854	1.000000	0.000000
chr2	45165323	45167396	0.000000	1.000000
chr2	45176148	45177633	0.000000	1.000000
chr2	45235846	45237894	0.000000	1.000000
chr2	45240535	45241746	0.275805	1.000000
chr2	45240958	45241292	1.000000	1.000000
chr2	45355461	45355764	1.000000	0.000000
chr2	45396101	45397496	1.000000	0.000000
chr2	45405306	45405911	1.000000	0.000000
chr2	45464709	45465308	1.000000	0.000000
chr2	45502416	45502599	1.000000	0.000000
chr2	45502857	45503081	1.000000	0.000000
chr2	45503341	45504063	1.000000	0.000000
chr2	45558106	45558358	1.000000	0.000000
chr2	45836898	45840267	0.184921	1.000000
chr2	45837757	45838380	1.000000	1.000000
chr2	45870265	45871017	0.428191	1.000000
chr2	45870602	45870924	1.000000	1.000000
chr2	45876772	45879366	0.664996	1.000000
chr2	45877562	45879287	1.000000	1.000000
chr2	46048809	46049128	1.000000	0.000000
chr2	46076847	46077180	1.000000	0.000000
chr2	46165001	46167430	0.000000	1.000000
chr2	46219778	46220231	1.000000	0.000000
chr2	46235334	46235939	1.000000	0.000000
chr2	46294542	46296389	1.000000	0.000000
chr2	46299905	46300890	1.000000	0.000000
chr2	46301072	46301313	1.000000	0.000000
chr2	46325161	46325607	1.000000	0.000000
chr2	46451506	46452189	1.000000	0.000000
chr2	46455417	46457872	0.000000	1.000000
chr2	46496604	46497060	1.000000	0.000000
chr2	46523599	46531280	0.431975	1.000000
chr2	46523842	46524314	1.000000	1.000000
chr2	46524492	46527338	1.000000	1.000000
chr2	46531409	46539645	0.038004	1.000000
chr2	46533294	46533607	1.000000	1.000000
chr2	46541410	46544041	1.000000	0.836184
chr2	46541412	46543612	1.000000	1.000000
chr2	46552179	46552466	1.000000	0.000000
chr2	46552802	46553495	1.000000	0.000000
chr2	46553680	46554172	1.000000	0.000000
chr2	46554445	46565355	0.423465	1.000000
chr2	46556650	46556977	1.000000	1.000000
chr2	46557190	46557994	1.000000	1.000000
chr2	46559477	46560144	1.000000	1.000000
chr2	46560504	46563326	1.000000	1.000000
chr2	46635924	46636357	1.000000	0.000000
chr2	46636760	46637224	1.000000	0.000000
chr2	46768063	46768404	0.000000	1.000000
chr2	46768482	46771270	0.815997	1.000000
chr2	46768838	46771113	1.000000	1.000000
chr2	46771349	46772067	0.000000	1.000000
chr2	46842961	46845225	0.487191	1.000000
chr2	46843659	46844202	1.000000	1.000000
chr2	46844340	46844900	1.000000	1.000000
chr2	46873030	46873443	1.000000	0.000000
chr2	46925026	46927574	0.651884	1.000000
chr2	46925383	46927044	1.000000	1.000000
chr2	47031079	47031507	1.000000	0.000000
chr2	47074599	47075358	1.000000	0.000000
chr2	47077519	47077958	1.000000	0.000000
chr2	47078270	47078589	1.000000	0.000000
chr2	47082041	47082231	1.000000	0.000000
chr2	47082542	47082958	1.000000	0.000000
chr2	47083170	47084114	1.000000	0.000000
chr2	47108281	47108656	1.000000	0.000000
chr2	47108935	47109226	1.000000	0.000000
chr2	47109478	47109920	1.000000	0.000000
chr2	47136065	47136248	1.000000	0.000000
chr2	47136393	47136931	1.000000	0.000000
chr2	47137161	47137570	1.000000	0.000000
chr2	47140822	47141261	1.000000	0.000000
chr2	47141451	47144457	0.787758	1.000000
chr2	47141497	47141700	1.000000	1.000000
chr2	47141845	47144010	1.000000	1.000000
chr2	47165691	47170607	0.512815	1.000000
chr2	47167129	47169650	1.000000	1.000000
chr2	47181185	47183649	0.993101	1.000000
chr2	47181202	47183792	1.000000	0.944788
chr2	47186154	47186572	1.000000	0.000000
chr2	47188851	47199066	0.461185	1.000000
chr2	47190827	47191101	1.000000	1.000000
chr2	47191440	47192202	1.000000	1.000000
chr2	47192456	47192691	1.000000	1.000000
chr2	47193770	47194437	1.000000	1.000000
chr2	47194638	47195914	1.000000	1.000000
chr2	47197159	47198656	1.000000	1.000000
chr2	47207784	47216708	0.324518	1.000000
chr2	47211373	47214269	1.000000	1.000000
chr2	47242039	47244783	0.667638	1.000000
chr2	47242647	47243693	1.000000	1.000000
chr2	47243889	47244675	1.000000	1.000000
chr2	47256574	47265114	0.339461	1.000000
chr2	47257627	47258037	1.000000	1.000000
chr2	47260165	47262654	1.000000	1.000000
chr2	47266129	47267206	1.000000	0.000000
chr2	47269160	47272004	1.000000	0.000000
chr2	47272290	47272544	1.000000	0.000000
chr2	47276236	47276862	1.000000	0.000000
chr2	47292703	47293034	1.000000	0.000000
chr2	47293189	47293841	1.000000	0.000000
chr2	47294732	47306655	0.613017	1.000000
chr2	47296013	47300630	1.000000	1.000000
chr2	47302743	47303129	1.000000	1.000000
chr2	47303310	47305616	1.000000	1.000000
chr2	47315472	47317265	0.000000	1.000000
chr2	47394872	47405946	0.209861	1.000000
chr2	47402210	47404534	1.000000	1.000000
chr2	47418633	47418968	1.000000	0.000000
chr2	47419329	47419766	1.000000	0.000000
chr2	47447871	47448287	1.000000	0.000000
chr2	47496499	47496925	1.000000	0.000000
chr2	47498309	47503272	0.103365	1.000000
chr2	47499292	47499805	1.000000	1.000000
chr2	47515763	47519819	0.000000	1.000000
chr2	47519936	47524178	0.000000	1.000000
chr2	47525951	47547708	0.000000	1.000000
chr2	47547795	47551512	0.000000	1.000000
chr2	47560221	47564808	0.000000	1.000000
chr2	47566797	47587608	0.033684	1.000000
chr2	47567479	47567849	1.000000	1.000000
chr2	47572366	47572697	1.000000	1.000000
chr2	47594801	47601189	0.066374	1.000000
chr2	47596469	47596893	1.000000	1.000000
chr2	47628963	47632463	0.308571	1.000000
chr2	47629925	47631005	1.000000	1.000000
chr2	47716386	47716852	1.000000	0.000000
chr2	47728701	47729228	1.000000	0.000000
chr2	47858697	47860150	0.000000	1.000000
chr2	47884736	47885036	1.000000	0.000000
chr2	47949291	47953402	0.535636	1.000000
chr2	47950484	47952686	1.000000	1.000000
chr2	47978282	47980982	0.284815	1.000000
chr2	47979287	47979591	1.000000	1.000000
chr2	47979779	47980244	1.000000	1.000000
chr2	47998721	47999150	1.000000	0.000000
chr2	48009123	48012300	0.556815	1.000000
chr2	48009576	48011345	1.000000	1.000000
chr2	48131025	48135020	0.753442	1.000000
chr2	48131520	48134530	1.000000	1.000000
chr2	48334036	48334417	1.000000	0.000000
chr2	48337875	48341224	0.333831	1.000000
chr2	48338524	48339642	1.000000	1.000000
chr2	48540045	48545040	0.302302	1.000000
chr2	48541497	48543007	1.000000	1.000000
chr2	48666990	48668777	0.792949	1.000000
chr2	48667186	48668603	1.000000	1.000000
chr2	48734983	48736150	1.000000	0.000000
chr2	48756873	48757968	1.000000	0.853881
chr2	48756886	48757821	1.000000	1.000000
chr2	48949600	48950674	1.000000	0.000000
chr2	51179165	51180299	1.000000	0.000000
chr2	51180656	51180924	1.000000	0.000000
chr2	52010317	52010611	1.000000	0.000000
chr2	52234061	52234280	1.000000	0.000000
chr2	52871396	52871675	1.000000	0.000000
chr2	53323722	53327601	0.000000	1.000000
chr2	53330592	53332759	0.000000	1.000000
chr2	53356653	53359295	1.000000	0.000000
chr2	53630712	53631260	1.000000	0.000000
chr2	53860236	53860467	1.000000	0.000000
chr2	53993911	53996008	0.439199	1.000000
chr2	53994544	53995465	1.000000	1.000000
chr2	54012748	54015893	0.542766	1.000000
chr2	54013313	54015020	1.000000	1.000000
chr2	54086535	54087495	1.000000	0.000000
chr2	54153656	54153876	1.000000	0.000000
chr2	54166222	54167902	0.558333	1.000000
chr2	54166517	54166785	1.000000	1.000000
chr2	54167044	54167714	1.000000	1.000000
chr2	54188538	54190278	1.000000	0.000000
chr2	54194224	54199467	0.510586	1.000000
chr2	54195978	54196637	1.000000	1.000000
chr2	54196796	54198814	1.000000	1.000000
chr2	54268009	54268406	1.000000	0.000000
chr2	54271319	54272089	1.000000	0.000000
chr2	54301343	54301596	1.000000	0.000000
chr2	54309135	54309520	1.000000	0.000000
chr2	54341543	54343645	0.617031	1.000000
chr2	54342172	54343469	1.000000	1.000000
chr2	54348997	54349310	1.000000	0.000000
chr2	54349704	54350328	1.000000	0.000000
chr2	54350492	54350921	1.000000	0.000000
chr2	54557039	54558715	0.254773	1.000000
chr2	54557457	54557884	1.000000	1.000000
chr2	54682093	54685239	0.728544	1.000000
chr2	54682886	54685178	1.000000	1.000000
chr2	54698119	54698507	1.000000	0.000000
chr2	54710250	54710519	1.000000	0.000000
chr2	54748450	54764292	0.211526	1.000000
chr2	54750944	54751309	1.000000	1.000000
chr2	54751577	54752022	1.000000	1.000000
chr2	54758087	54758744	1.000000	1.000000
chr2	54758890	54759400	1.000000	1.000000
chr2	54759688	54760183	1.000000	1.000000
chr2	54760347	54761226	1.000000	1.000000
chr2	54766621	54768704	0.000000	1.000000
chr2	54768928	54811304	0.187205	1.000000
chr2	54772561	54773537	1.000000	1.000000
chr2	54784478	54788694	1.000000	1.000000
chr2	54798398	54801139	1.000000	1.000000
chr2	54812045	54833274	0.119930	1.000000
chr2	54826639	54826961	1.000000	1.000000
chr2	54827167	54827735	1.000000	1.000000
chr2	54828180	54828586	1.000000	1.000000
chr2	54828840	54829842	1.000000	1.000000
chr2	54830175	54830423	1.000000	1.000000
chr2	54833357	54834203	0.000000	1.000000
chr2	54834367	54838209	0.000000	1.000000
chr2	54838757	54843816	0.141728	1.000000
chr2	54840720	54841021	1.000000	1.000000
chr2	54841520	54841936	1.000000	1.000000
chr2	54856030	54857171	1.000000	0.000000
chr2	54857376	54858258	1.000000	0.000000
chr2	54858659	54862979	1.000000	0.000000
chr2	54863807	54864120	1.000000	0.000000
chr2	54866162	54866787	1.000000	0.000000
chr2	54867006	54867264	1.000000	0.000000
chr2	54867449	54867976	1.000000	0.000000
chr2	54892844	54893436	1.000000	0.000000
chr2	54893615	54894262	1.000000	0.000000
chr2	54896657	54896963	1.000000	0.000000
chr2	54899983	54901750	1.000000	0.000000
chr2	54949945	54951315	0.256204	1.000000
chr2	54950762	54951113	1.000000	1.000000
chr2	54998652	54999331	1.000000	0.000000
chr2	54999764	55000002	1.000000	0.000000
chr2	55130899	55131303	1.000000	0.000000
chr2	55182238	55184493	0.000000	1.000000
chr2	55184627	55185421	0.000000	1.000000
chr2	55192308	55194708	0.000000	1.000000
chr2	55211865	55212591	1.000000	0.000000
chr2	55235190	55243728	0.141251	1.000000
chr2	55239508	55240714	1.000000	1.000000
chr2	55272522	55279359	0.659939	1.000000
chr2	55274184	55274449	1.000000	1.000000
chr2	55275112	55279672	1.000000	0.931360
chr2	55319337	55319951	1.000000	0.000000
chr2	55327278	55327554	1.000000	0.000000
chr2	55336430	55339964	0.096208	1.000000
chr2	55338602	55338942	1.000000	1.000000
chr2	55359974	55362213	0.000000	1.000000
chr2	55449984	55452036	0.258285	1.000000
chr2	55450484	55451014	1.000000	1.000000
chr2	55458461	55463045	0.513743	1.000000
chr2	55458611	55460966	1.000000	1.000000
chr2	55495070	55497570	0.576400	1.000000
chr2	55495492	55496933	1.000000	1.000000
chr2	55508672	55510534	0.636950	1.000000
chr2	55508871	55510057	1.000000	1.000000
chr2	55635868	55636191	1.000000	0.000000
chr2	55643779	55648014	0.242739	1.000000
chr2	55646300	55647093	1.000000	1.000000
chr2	55647252	55647487	1.000000	1.000000
chr2	55650552	55655680	0.000000	1.000000
chr2	55668765	55670189	0.000000	1.000000
chr2	55745323	55748149	0.411182	1.000000
chr2	55746095	55746571	1.000000	1.000000
chr2	55746772	55747458	1.000000	1.000000
chr2	55812169	55813881	1.000000	0.000000
chr2	55814105	55814706	1.000000	0.000000
chr2	55842304	55846712	0.569192	1.000000
chr2	55843297	55844862	1.000000	1.000000
chr2	55845045	55845989	1.000000	1.000000
chr2	55919935	55921601	0.610444	1.000000
chr2	55920227	55920971	1.000000	1.000000
chr2	55921115	55921388	1.000000	1.000000
chr2	56006470	56006928	1.000000	0.000000
chr2	56088486	56090901	0.453416	1.000000
chr2	56088865	56089960	1.000000	1.000000
chr2	56185076	56185332	1.000000	0.000000
chr2	56220011	56220632	1.000000	0.000000
chr2	56968832	56969078	1.000000	0.000000
chr2	57406590	57408011	1.000000	0.000000
chr2	57408527	57408863	1.000000	0.000000
chr2	57523537	57524383	1.000000	0.000000
chr2	57524578	57525185	1.000000	0.000000
chr2	58108899	58109424	1.000000	0.000000
chr2	58109797	58110181	1.000000	0.000000
chr2	58272442	58275265	0.576337	1.000000
chr2	58273050	58274677	1.000000	1.000000
chr2	58334544	58336005	1.000000	0.000000
chr2	58340213	58340484	1.000000	0.000000
chr2	58343850	58346913	0.000000	1.000000
chr2	58467449	58469026	0.593532	1.000000
chr2	58467844	58468780	1.000000	1.000000
chr2	58655037	58656333	0.000000	1.000000
chr2	60441314	60441524	1.000000	0.000000
chr2	60641232	60641431	1.000000	0.000000
chr2	60673406	60673846	1.000000	0.000000
chr2	60674202	60674585	1.000000	0.000000
chr2	60725296	60725482	1.000000	0.000000
chr2	60742824	60743187	1.000000	0.000000
chr2	60743485	60743800	1.000000	0.000000
chr2	60776462	60781764	1.000000	0.000000
chr2	60982858	60984445	0.532451	1.000000
chr2	60983338	60984183	1.000000	1.000000
chr2	61107672	61111631	0.596363	1.000000
chr2	61107914	61110275	1.000000	1.000000
chr2	61185524	61186006	1.000000	0.000000
chr2	61186245	61186766	1.000000	0.000000
chr2	61242863	61246843	0.498995	1.000000
chr2	61243727	61245713	1.000000	1.000000
chr2	61292515	61294117	0.693508	1.000000
chr2	61292979	61294090	1.000000	1.000000
chr2	61371498	61372875	1.000000	0.000000
chr2	61403317	61406165	0.593750	1.000000
chr2	61403758	61405449	1.000000	1.000000
chr2	61407314	61407880	1.000000	0.000000
chr2	61482373	61482737	1.000000	0.000000
chr2	61504909	61505521	1.000000	0.000000
chr2	61649743	61654591	0.000000	1.000000
chr2	61662844	61663352	1.000000	0.000000
chr2	61663661	61663849	1.000000	0.000000
chr2	61676864	61677258	1.000000	0.000000
chr2	61685118	61700212	0.353650	1.000000
chr2	61685875	61688404	1.000000	1.000000
chr2	61696717	61699526	1.000000	1.000000
chr2	61735949	61747886	0.024127	1.000000
chr2	61747466	61747754	1.000000	1.000000
chr2	61759617	61760500	0.000000	1.000000
chr2	61761718	61767937	0.515356	1.000000
chr2	61763199	61766404	1.000000	1.000000
chr2	61842047	61843753	0.000000	1.000000
chr2	61921086	61922567	0.125591	1.000000
chr2	61922073	61922259	1.000000	1.000000
chr2	61989934	61992195	0.638655	1.000000
chr2	61990678	61992122	1.000000	1.000000
chr2	62080204	62082559	0.406369	1.000000
chr2	62080891	62081596	1.000000	1.000000
chr2	62081909	62082161	1.000000	1.000000
chr2	62112985	62116984	0.377594	1.000000
chr2	62114851	62116361	1.000000	1.000000
chr2	62132249	62133464	0.435391	1.000000
chr2	62132779	62133308	1.000000	1.000000
chr2	62198175	62198808	1.000000	0.000000
chr2	62422218	62426343	0.493091	1.000000
chr2	62422497	62424531	1.000000	1.000000
chr2	62479400	62483936	0.000000	1.000000
chr2	62518413	62523066	0.241779	1.000000
chr2	62520213	62520450	1.000000	1.000000
chr2	62520647	62521535	1.000000	1.000000
chr2	62532154	62532497	1.000000	0.000000
chr2	62588837	62592537	0.000000	1.000000
chr2	62595425	62599093	0.000000	1.000000
chr2	62623104	62626990	0.000000	1.000000
chr2	62630352	62639445	0.000000	1.000000
chr2	62678920	62680499	0.000000	1.000000
chr2	62683657	62684976	0.453374	1.000000
chr2	62684042	62684640	1.000000	1.000000
chr2	62732282	62734525	0.569773	1.000000
chr2	62732631	62733909	1.000000	1.000000
chr2	62796377	62798523	0.000000	1.000000
chr2	62805342	62807514	1.000000	0.000000
chr2	62880378	62883271	0.000000	1.000000
chr2	62931523	62934119	0.583975	1.000000
chr2	62931882	62932473	1.000000	1.000000
chr2	62932851	62933776	1.000000	1.000000
chr2	63166488	63166958	1.000000	0.000000
chr2	63167220	63167558	1.000000	0.000000
chr2	63276486	63279312	0.351026	1.000000
chr2	63277335	63277726	1.000000	1.000000
chr2	63278014	63278615	1.000000	1.000000
chr2	63635676	63636417	1.000000	0.000000
chr2	63814589	63817205	0.616973	1.000000
chr2	63815041	63816655	1.000000	1.000000
chr2	63841968	63842265	1.000000	0.000000
chr2	64019405	64019754	1.000000	0.000000
chr2	64067231	64070157	0.869788	1.000000
chr2	64067499	64070044	1.000000	1.000000
chr2	64089633	64089971	1.000000	0.000000
chr2	64098466	64098720	1.000000	0.000000
chr2	64244215	64247713	0.466266	1.000000
chr2	64245500	64247131	1.000000	1.000000
chr2	64331563	64338504	0.000000	1.000000
chr2	64341565	64341816	1.000000	0.000000
chr2	64368617	64372528	0.330862	1.000000
chr2	64370298	64371592	1.000000	1.000000
chr2	64454828	64456280	0.000000	1.000000
chr2	64460530	64465024	0.000000	1.000000
chr2	64490028	64490524	1.000000	0.000000
chr2	64499234	64501639	0.800416	1.000000
chr2	64499714	64501670	1.000000	0.984151
chr2	64501858	64505545	0.494982	1.000000
chr2	64502943	64504768	1.000000	1.000000
chr2	64586894	64587526	1.000000	0.000000
chr2	64589828	64590117	1.000000	0.000000
chr2	64631461	64631710	1.000000	0.000000
chr2	64680145	64682616	0.626872	1.000000
chr2	64680581	64682130	1.000000	1.000000
chr2	64749698	64754990	0.180839	1.000000
chr2	64751456	64752413	1.000000	1.000000
chr2	64755308	64776981	0.000000	1.000000
chr2	64782270	64784276	0.000000	1.000000
chr2	64787094	64796144	0.000000	1.000000
chr2	64832432	64836270	0.008859	1.000000
chr2	64836236	64836984	1.000000	0.045455
chr2	64866114	64873567	0.261237	1.000000
chr2	64870652	64872599	1.000000	1.000000
chr2	64875731	64882422	0.388432	1.000000
chr2	64879468	64882067	1.000000	1.000000
chr2	64926178	64926480	1.000000	0.000000
chr2	64977042	64979753	0.585393	1.000000
chr2	64977239	64978079	1.000000	1.000000
chr2	64978573	64979320	1.000000	1.000000
chr2	64994235	64995945	1.000000	0.977193
chr2	64994274	64998474	0.397857	1.000000
chr2	65006879	65007280	1.000000	0.000000
chr2	65023355	65026983	0.000000	1.000000
chr2	65034859	65035392	1.000000	0.000000
chr2	65057364	65059847	0.263391	1.000000
chr2	65058655	65059309	1.000000	1.000000
chr2	65063565	65069912	0.530644	1.000000
chr2	65064398	65066105	1.000000	1.000000
chr2	65066274	65067935	1.000000	1.000000
chr2	65086418	65087614	1.000000	0.000000
chr2	65091801	65093214	0.560510	1.000000
chr2	65092011	65092803	1.000000	1.000000
chr2	65102138	65105225	0.000000	1.000000
chr2	65144913	65145915	0.000000	1.000000
chr2	65215100	65217498	0.787323	1.000000
chr2	65215445	65217333	1.000000	1.000000
chr2	65282529	65284939	0.300830	1.000000
chr2	65283532	65284257	1.000000	1.000000
chr2	65294937	65297871	0.822768	1.000000
chr2	65295457	65298267	1.000000	0.859075
chr2	65303303	65303616	1.000000	0.000000
chr2	65348286	65359707	0.176079	1.000000
chr2	65356237	65358248	1.000000	1.000000
chr2	65395856	65399783	0.000000	1.000000
chr2	65412622	65414728	0.000000	1.000000
chr2	65453628	65458292	0.586192	1.000000
chr2	65454190	65456264	1.000000	1.000000
chr2	65457632	65458373	1.000000	0.890688
chr2	65458524	65459807	1.000000	0.000000
chr2	65460035	65460485	1.000000	0.000000
chr2	65485352	65488734	0.000000	1.000000
chr2	65546566	65548073	1.000000	0.000000
chr2	65593321	65594773	1.000000	0.000000
chr2	65594916	65595348	1.000000	0.000000
chr2	65610298	65610743	1.000000	0.000000
chr2	65637933	65639930	0.000000	1.000000
chr2	65647514	65648009	1.000000	0.000000
chr2	65648421	65648725	1.000000	0.000000
chr2	65657198	65660875	0.786239	1.000000
chr2	65657617	65660508	1.000000	1.000000
chr2	65662313	65666198	0.460746	1.000000
chr2	65662717	65664507	1.000000	1.000000
chr2	65803609	65805420	0.633352	1.000000
chr2	65803643	65804790	1.000000	1.000000
chr2	66561266	66561516	1.000000	0.000000
chr2	66660057	66662990	0.210024	1.000000
chr2	66660947	66661563	1.000000	1.000000
chr2	67067580	67067806	1.000000	0.000000
chr2	67487096	67488665	1.000000	0.000000
chr2	67516493	67517116	1.000000	0.000000
chr2	67517331	67517756	1.000000	0.000000
chr2	67518028	67518368	1.000000	0.000000
chr2	67623656	67625852	0.539162	1.000000
chr2	67624175	67625359	1.000000	1.000000
chr2	67627723	67628166	1.000000	0.000000
chr2	67662725	67665024	0.000000	1.000000
chr2	67678972	67679459	1.000000	0.000000
chr2	67690259	67690486	1.000000	0.000000
chr2	67788545	67788756	1.000000	0.000000
chr2	67793529	67793738	1.000000	0.000000
chr2	67801201	67801440	1.000000	0.000000
chr2	67851738	67853999	1.000000	0.000000
chr2	68098339	68099936	1.000000	0.000000
chr2	68121649	68124343	0.000000	1.000000
chr2	68144101	68145505	1.000000	0.000000
chr2	68289204	68290423	1.000000	0.974569
chr2	68289235	68290656	0.836031	1.000000
chr2	68383505	68386187	0.672632	1.000000
chr2	68383975	68385779	1.000000	1.000000
chr2	68457198	68457547	1.000000	0.000000
chr2	68477063	68477493	1.000000	0.302326
chr2	68477363	68480906	0.940446	1.000000
chr2	68477704	68481046	1.000000	0.958109
chr2	68693414	68695618	0.476860	1.000000
chr2	68693980	68694411	1.000000	1.000000
chr2	68694661	68695281	1.000000	1.000000
chr2	68870365	68870729	1.000000	0.000000
chr2	68947209	68951638	0.000000	1.000000
chr2	68954466	68955148	1.000000	0.000000
chr2	68994019	68995284	0.000000	1.000000
chr2	69033873	69034125	1.000000	0.000000
chr2	69051353	69051557	1.000000	0.000000
chr2	69051753	69051962	1.000000	0.000000
chr2	69056680	69056951	1.000000	0.000000
chr2	69059379	69059776	1.000000	0.000000
chr2	69134703	69137054	0.156104	1.000000
chr2	69135790	69136157	1.000000	1.000000
chr2	69144204	69150207	0.000000	1.000000
chr2	69163002	69163705	1.000000	0.000000
chr2	69163866	69164637	1.000000	0.000000
chr2	69240415	69240926	1.000000	0.000000
chr2	69309455	69310004	1.000000	0.000000
chr2	69310196	69310543	1.000000	0.000000
chr2	69365306	69366313	1.000000	0.000000
chr2	69404304	69406069	0.000000	1.000000
chr2	69480533	69481092	1.000000	0.000000
chr2	69481313	69482033	1.000000	0.000000
chr2	69533483	69534648	1.000000	0.000000
chr2	69605797	69615556	0.181371	1.000000
chr2	69613400	69615170	1.000000	1.000000
chr2	69663218	69665759	0.585596	1.000000
chr2	69663835	69665323	1.000000	1.000000
chr2	69811586	69815139	0.070082	1.000000
chr2	69813545	69813794	1.000000	1.000000
chr2	69869395	69872466	0.715728	1.000000
chr2	69869683	69871881	1.000000	1.000000
chr2	69879057	69879438	1.000000	0.000000
chr2	69930954	69933265	0.000000	1.000000
chr2	69955827	70031378	0.053050	1.000000
chr2	69967737	69969855	1.000000	1.000000
chr2	69996824	69997430	1.000000	1.000000
chr2	70025012	70026296	1.000000	1.000000
chr2	70039143	70045657	0.000000	1.000000
chr2	70052649	70059288	0.228197	1.000000
chr2	70055936	70057451	1.000000	1.000000
chr2	70116306	70119547	0.000000	1.000000
chr2	70120344	70122810	0.479724	1.000000
chr2	70120998	70122181	1.000000	1.000000
chr2	70140703	70141870	0.838046	1.000000
chr2	70140783	70141761	1.000000	1.000000
chr2	70142175	70143219	0.751916	1.000000
chr2	70142217	70143002	1.000000	1.000000
chr2	70145277	70145513	1.000000	0.000000
chr2	70160664	70162586	1.000000	0.000000
chr2	70172852	70173572	1.000000	0.000000
chr2	70224675	70224934	1.000000	0.000000
chr2	70256124	70258356	0.000000	1.000000
chr2	70312038	70319305	0.551397	1.000000
chr2	70312126	70312419	1.000000	1.000000
chr2	70313024	70316738	1.000000	1.000000
chr2	70319392	70320540	0.000000	1.000000
chr2	70327381	70353105	0.098818	1.000000
chr2	70335438	70335998	1.000000	1.000000
chr2	70350746	70352728	1.000000	1.000000
chr2	70357485	70362130	0.116900	1.000000
chr2	70359465	70360008	1.000000	1.000000
chr2	70362267	70371395	0.236196	1.000000
chr2	70368488	70369798	1.000000	1.000000
chr2	70369982	70370828	1.000000	1.000000
chr2	70416723	70419035	0.564879	1.000000
chr2	70417261	70418567	1.000000	1.000000
chr2	70419127	70419443	0.000000	1.000000
chr2	70465281	70469627	0.000000	1.000000
chr2	70472873	70477253	0.431735	1.000000
chr2	70474410	70476301	1.000000	1.000000
chr2	70484259	70486348	0.546194	1.000000
chr2	70484503	70485644	1.000000	1.000000
chr2	70514565	70522400	0.343204	1.000000
chr2	70519352	70522041	1.000000	1.000000
chr2	70527889	70529677	0.445749	1.000000
chr2	70528463	70529260	1.000000	1.000000
chr2	70556438	70557579	1.000000	0.000000
chr2	70581051	70581288	1.000000	0.000000
chr2	70584466	70584840	1.000000	0.000000
chr2	70585093	70585378	1.000000	0.000000
chr2	70598516	70598912	1.000000	0.000000
chr2	70599179	70599557	1.000000	0.000000
chr2	70608276	70609518	1.000000	0.000000
chr2	70737676	70738066	1.000000	0.000000
chr2	70741761	70742060	1.000000	0.000000
chr2	70743362	70743807	1.000000	0.000000
chr2	70750286	70753213	1.000000	0.000000
chr2	70753751	70753964	1.000000	0.000000
chr2	70768522	70768781	1.000000	0.000000
chr2	70779336	70782236	1.000000	0.388276
chr2	70780639	70781765	1.000000	1.000000
chr2	70797470	70797922	1.000000	0.000000
chr2	70822080	70822395	1.000000	0.000000
chr2	70822582	70825692	1.000000	0.000000
chr2	71114458	71115395	0.000000	1.000000
chr2	71126853	71129856	0.000000	1.000000
chr2	71204018	71204630	1.000000	0.000000
chr2	71205459	71205784	1.000000	0.000000
chr2	71220945	71222904	0.283818	1.000000
chr2	71221457	71222013	1.000000	1.000000
chr2	71294724	71296602	0.839723	1.000000
chr2	71294745	71296322	1.000000	1.000000
chr2	71355545	71359247	0.431659	1.000000
chr2	71356759	71358357	1.000000	1.000000
chr2	71453547	71454294	0.000000	1.000000
chr2	71503193	71504404	0.000000	1.000000
chr2	71558269	71560948	0.396790	1.000000
chr2	71558770	71559833	1.000000	1.000000
chr2	71606171	71606468	1.000000	0.000000
chr2	71637811	71638002	1.000000	0.000000
chr2	71638144	71638470	1.000000	0.000000
chr2	71644013	71645119	0.858047	1.000000
chr2	71644170	71645243	1.000000	0.884436
